,buiness_review_count,business_categories,business_city,business_id,business_stars,checkin_info
8049,10,"['Shopping', 'Photography Stores & Services']",Phoenix,VilxIfmahfOhMcIaGK8Www,3.0,"{'19-0': 1, '12-3': 1, '13-4': 4, '11-4': 2, '13-5': 1, '15-1': 2, '18-3': 2, '16-1': 2, '15-3': 1, '12-2': 2, '5-4': 1, '9-0': 1, '15-4': 2, '11-0': 3, '10-4': 1, '17-0': 1, '14-2': 1, '16-5': 3, '14-1': 1, '15-0': 4, '7-3': 1, '18-2': 1, '10-1': 3, '12-4': 1, '10-2': 1, '12-5': 1, '16-0': 1, '16-4': 2, '19-3': 1, '16-3': 2, '16-2': 1, '14-0': 2, '15-2': 2, '9-5': 1, '13-1': 2, '12-0': 1}"
8050,17,"['Food', 'Specialty Food', 'Bakeries', 'Chocolatiers & Shops']",Paradise Valley,b7GM0x9zZU5gq1aXErUf7Q,4.5,"{'12-3': 1, '19-2': 1, '8-4': 1, '17-1': 1, '8-6': 1, '15-3': 1, '11-3': 2, '8-3': 1, '19-1': 1, '14-2': 1, '11-6': 1, '18-2': 1, '21-0': 1, '10-6': 1, '13-1': 1, '16-0': 1, '16-4': 1, '13-2': 1, '18-0': 1, '9-3': 1, '10-0': 1, '9-4': 1, '14-0': 2, '5-4': 1, '12-6': 2, '8-1': 2, '13-0': 1, '16-2': 2, '18-1': 2}"
8051,24,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Phoenix,-nWigG5EhFLjdSgGZthS3Q,3.5,"{'19-2': 1, '9-2': 1, '14-0': 1, '18-3': 2, '11-2': 1, '17-5': 1, '14-3': 1, '9-0': 1, '15-0': 1, '18-5': 2, '10-4': 1, '20-5': 1, '15-5': 1, '16-5': 1, '16-4': 1, '18-2': 2, '13-2': 1, '14-6': 1, '12-1': 1, '10-2': 1, '12-5': 1, '19-5': 1, '20-2': 1, '20-3': 2, '14-5': 2, '19-3': 2, '10-6': 2, '9-4': 1, '11-5': 1, '15-2': 1, '12-6': 1, '17-4': 1, '13-0': 1, '21-2': 1, '10-5': 1}"
8052,201,"['Food', 'Coffee & Tea']",Phoenix,jCUOqEK8Lln0PK3GeUl6IQ,4.0,"{'19-2': 1, '22-4': 1, '23-3': 1, '14-3': 1, '21-5': 2, '20-4': 2, '23-4': 1, '22-0': 1, '18-2': 2}"
8053,7,"['Active Life', 'Golf']",Gilbert,Qrw-F4hZExgZ7qLjyyYl3w,2.5,"{'22-4': 1, '10-0': 2, '12-1': 2, '19-1': 1, '20-4': 1, '19-5': 1, '11-1': 1, '18-4': 1}"
8054,11,"['Hotels & Travel', 'Taxis', 'Airport Shuttles', 'Limos', 'Transportation']",Phoenix,slO8j375ae2_Pd6PuyBLNA,3.0,"{'12-3': 5, '13-4': 4, '11-4': 6, '15-1': 1, '9-0': 14, '10-5': 6, '8-4': 25, '18-1': 1, '17-6': 3, '6-5': 1, '11-6': 9, '14-4': 3, '9-2': 10, '16-0': 5, '17-4': 3, '13-3': 4, '10-0': 10, '6-1': 6, '7-0': 11, '17-2': 3, '9-5': 14, '8-1': 16, '13-6': 7, '14-0': 4, '18-3': 1, '10-3': 6, '11-3': 4, '9-1': 7, '15-0': 2, '10-4': 7, '10-6': 13, '6-0': 2, '8-2': 14, '7-5': 7, '14-6': 3, '22-2': 1, '8-0': 19, '7-6': 6, '14-3': 3, '9-6': 12, '19-5': 1, '13-5': 6, '8-6': 9, '15-3': 3, '6-6': 3, '7-1': 14, '15-4': 3, '21-6': 1, '18-5': 3, '6-3': 2, '5-2': 1, '17-0': 3, '14-2': 2, '16-5': 8, '7-3': 15, '13-2': 3, '8-5': 11, '17-1': 3, '15-6': 1, '12-5': 6, '10-2': 8, '14-5': 6, '9-3': 5, '4-0': 1, '9-4': 7, '11-5': 15, '12-2': 4, '12-6': 12, '13-0': 4, '18-4': 4, '16-1': 4, '12-4': 5, '11-2': 2, '6-4': 5, '11-1': 2, '16-3': 2, '15-5': 3, '11-0': 5, '10-1': 5, '12-1': 5, '6-2': 4, '8-3': 13, '17-5': 5, '16-4': 3, '19-3': 1, '18-0': 1, '19-4': 4, '15-2': 3, '14-1': 9, '12-0': 5, '7-2': 12, '16-2': 2, '7-4': 14}"
8055,8,['Restaurants'],Scottsdale,GkIWg8VevATtSorTZ5noTA,3.0,"{'13-4': 1, '11-4': 1, '12-4': 1, '11-2': 1, '12-2': 2, '8-2': 1, '14-4': 1, '17-0': 1, '11-0': 1, '16-5': 1, '11-6': 1, '18-4': 1, '15-6': 1, '12-5': 1, '10-2': 1, '17-3': 1, '10-6': 2, '16-4': 1, '17-4': 1, '18-0': 1, '13-1': 1, '11-5': 1, '9-6': 1, '7-2': 1, '13-0': 2, '16-2': 1, '15-5': 2}"
8056,8,"['Ethiopian', 'Restaurants']",Phoenix,1udzLbeQxmLTbOtgyVP0kQ,5.0,"{'21-4': 1, '18-5': 1, '19-4': 1, '12-4': 1, '1-3': 1, '15-6': 1, '17-5': 1, '16-6': 1, '19-5': 1, '9-1': 1, '20-5': 1, '18-6': 1, '19-3': 1, '7-6': 1, '0-3': 1, '17-0': 1, '7-0': 1, '12-6': 1, '17-6': 1, '20-4': 1, '0-4': 1}"
8057,6,"['Active Life', 'Golf']",Carefree,ed11WKT1aCzQHndTiEHZHA,5.0,"{'13-6': 3, '22-5': 1, '13-4': 1, '14-6': 3, '13-5': 1, '17-1': 1, '12-2': 1, '19-5': 2, '16-4': 1, '19-3': 2, '14-3': 1, '11-5': 8, '16-5': 1, '14-4': 1, '12-1': 1, '16-3': 1, '18-4': 1, '10-5': 1}"
8058,5,"['Beauty & Spas', 'Hair Removal', 'Laser Hair Removal']",Chandler,Jut6RK_K35mLKLRfTxosSQ,3.0,"{'16-3': 1, '14-6': 1, '12-4': 1, '10-2': 1, '17-2': 1, '12-5': 1, '16-5': 1, '15-4': 1, '14-5': 2, '13-3': 1, '14-2': 1, '15-2': 1, '11-6': 1}"
8059,4,['Religious Organizations'],Tempe,taSsiZAGZSz2gRg7_M4XDw,5.0,"{'12-3': 1, '11-4': 2, '13-5': 1, '17-1': 1, '11-3': 1, '10-4': 1, '18-1': 1, '16-5': 1, '16-4': 1, '20-1': 1, '13-6': 1, '10-2': 1, '12-5': 1, '11-1': 1, '17-3': 1, '10-6': 1, '14-5': 1, '13-2': 1, '9-4': 1, '14-0': 1, '19-6': 1, '13-1': 2, '12-0': 1}"
8060,4,"['Shopping', 'Home & Garden', 'Furniture Stores']",Mesa,otjqtvjNzuNpgr-ouFZu_A,4.0,"{'7-5': 1, '8-4': 1, '13-5': 3, '15-1': 1, '12-4': 1, '12-0': 2, '9-3': 1, '6-6': 1, '19-6': 1, '15-4': 3, '10-4': 1, '20-6': 3, '11-0': 1, '6-5': 2, '18-6': 1, '20-1': 1, '10-1': 1, '8-5': 1, '15-6': 1, '12-5': 1, '19-5': 1, '17-5': 2, '22-0': 1, '14-5': 1, '22-5': 1, '13-3': 1, '22-1': 1, '19-4': 1, '15-2': 1, '11-5': 1, '7-4': 1, '7-2': 1, '18-4': 1, '14-0': 2}"
8061,16,"['Seafood', 'Restaurants']",Tolleson,tcxNX3YiHNbaobEpPFyOtA,4.0,"{'19-0': 1, '8-4': 1, '14-1': 2, '21-0': 1, '8-6': 3, '5-3': 1, '6-6': 3, '7-1': 1, '15-4': 1, '10-5': 5, '18-5': 1, '6-3': 1, '5-2': 1, '6-5': 1, '8-5': 4, '20-1': 1, '10-1': 1, '7-3': 2, '4-2': 1, '8-0': 1, '10-2': 2, '12-5': 5, '9-2': 4, '8-3': 1, '13-3': 1, '10-0': 1, '6-1': 1, '11-5': 4, '17-2': 2, '9-5': 7, '7-0': 1, '13-0': 1, '9-4': 3, '16-1': 1, '14-0': 1, '11-2': 1, '5-0': 1, '9-1': 1, '9-0': 1, '2-0': 1, '10-4': 1, '15-5': 1, '11-0': 2, '15-0': 1, '7-5': 9, '14-6': 1, '6-2': 1, '6-0': 3, '10-6': 2, '4-1': 1, '20-5': 1, '16-4': 3, '13-2': 2, '18-0': 1, '15-2': 1, '9-6': 4, '5-1': 2, '7-2': 2, '13-1': 2, '7-4': 2}"
8062,92,"['Cajun/Creole', 'Restaurants']",Avondale,mwiNm868yAo8Xh8hO7Ke_Q,4.0,"{'19-0': 1, '12-3': 1, '13-4': 3, '11-4': 1, '13-5': 1, '15-1': 2, '15-3': 1, '17-2': 1, '15-4': 1, '8-2': 1, '16-5': 3, '8-5': 1, '14-4': 1, '11-6': 2, '17-1': 1, '15-6': 1, '10-3': 1, '16-0': 2, '14-5': 5, '13-3': 1, '14-0': 1, '12-6': 5, '18-4': 1, '12-4': 2, '11-2': 2, '11-3': 2, '16-3': 1, '16-6': 1, '10-6': 4, '11-0': 1, '10-5': 1, '18-2': 1, '13-6': 1, '14-6': 2, '12-1': 2, '19-5': 2, '17-5': 1, '17-3': 1, '20-3': 1, '16-4': 1, '19-3': 1, '10-2': 1, '13-1': 1, '19-4': 1, '9-6': 1, '18-6': 2, '16-2': 1, '12-0': 1}"
8063,10,"['American (Traditional)', 'Restaurants']",Wickenburg,T2xiF9kMc_WRH0GeKAXC-g,3.0,"{'12-3': 1, '11-4': 1, '15-1': 1, '12-4': 1, '11-2': 1, '12-5': 1, '11-1': 1, '14-5': 1, '13-2': 1, '13-3': 2, '14-6': 2, '10-0': 1, '18-1': 1, '12-6': 1, '13-1': 1, '17-0': 1}"
8064,3,"['Department Stores', 'Fashion', 'Shopping']",Tempe,1UydNTqQQ-qo8l9JTg_b9w,2.5,"{'19-0': 1, '12-3': 1, '13-4': 3, '11-4': 2, '13-5': 1, '15-1': 1, '15-3': 1, '17-5': 3, '18-5': 2, '15-5': 1, '18-1': 1, '16-5': 1, '17-6': 2, '11-6': 3, '20-1': 1, '14-4': 1, '15-6': 2, '20-4': 1, '12-5': 1, '16-0': 1, '14-5': 7, '17-4': 1, '13-3': 1, '14-0': 2, '11-5': 1, '12-6': 1, '9-5': 1, '21-4': 1, '21-2': 1, '16-3': 1, '16-6': 1, '19-1': 2, '15-0': 2, '13-6': 1, '14-6': 1, '12-1': 2, '21-5': 1, '17-0': 2, '19-5': 3, '11-1': 3, '17-3': 1, '10-6': 3, '16-4': 1, '19-3': 1, '18-0': 1, '19-4': 1, '15-2': 1, '12-0': 2}"
8065,4,"['Local Services', 'Appliances & Repair']",Litchfield Park,fXq7pjQmjoJoqo3BnKyndg,5.0,"{'12-3': 1, '11-4': 1, '15-3': 1, '11-1': 1, '15-4': 1, '18-5': 14, '20-5': 2, '16-5': 2, '17-6': 2, '18-6': 1, '20-4': 6, '17-2': 2, '22-4': 3, '12-4': 2, '15-6': 1, '16-0': 1, '14-5': 1, '17-4': 2, '19-6': 3, '12-6': 1, '0-3': 1, '18-4': 4, '21-4': 4, '19-2': 8, '21-2': 1, '18-3': 2, '11-2': 1, '16-3': 3, '9-0': 1, '19-1': 3, '11-0': 1, '21-1': 1, '18-2': 6, '10-1': 2, '14-6': 1, '21-5': 4, '19-5': 10, '17-5': 10, '17-3': 9, '20-3': 1, '16-4': 1, '19-3': 2, '17-1': 3, '13-1': 1, '19-4': 6, '14-3': 2, '16-2': 2, '18-1': 5}"
8066,9,['Restaurants'],Peoria,nZBAnK1rOmV7bLVVDPJs0A,3.5,"{'9-2': 1, '0-2': 2, '15-1': 3, '1-2': 1, '8-6': 3, '15-3': 1, '5-6': 1, '1-5': 2, '7-1': 1, '15-4': 1, '10-5': 1, '2-2': 1, '6-3': 1, '18-1': 1, '8-5': 1, '20-1': 1, '10-1': 3, '3-2': 2, '21-2': 1, '19-3': 1, '22-4': 1, '11-6': 2, '12-4': 1, '1-3': 1, '20-4': 2, '12-5': 3, '5-5': 1, '1-4': 1, '20-6': 1, '16-0': 1, '17-4': 1, '13-3': 1, '12-6': 2, '22-3': 1, '23-3': 1, '19-6': 1, '23-1': 1, '9-5': 3, '11-5': 2, '0-6': 4, '21-4': 1, '19-2': 1, '6-4': 1, '9-4': 2, '0-0': 1, '18-3': 1, '11-2': 1, '5-0': 1, '11-3': 1, '2-5': 1, '9-1': 1, '11-1': 3, '4-2': 1, '10-4': 2, '23-5': 4, '19-1': 2, '20-0': 2, '21-0': 1, '3-0': 1, '18-2': 1, '7-5': 2, '18-5': 1, '10-3': 1, '12-1': 1, '22-2': 1, '21-3': 2, '3-5': 1, '19-5': 4, '4-1': 1, '6-1': 1, '0-5': 2, '8-0': 1, '18-0': 1, '16-2': 1, '19-4': 2, '9-6': 3, '0-1': 1, '0-4': 2, '10-6': 3}"
8067,4,"['Pet Services', 'Pet Groomers', 'Veterinarians', 'Pet Boarding/Pet Sitting', 'Pets']",Scottsdale,y8q1inqJAqC6BI1ujk0D6w,3.5,"{'19-0': 1, '13-4': 1, '8-4': 1, '13-5': 2, '15-1': 1, '8-6': 1, '15-3': 1, '17-5': 1, '19-1': 1, '18-5': 1, '17-0': 3, '17-6': 1, '14-1': 3, '11-6': 1, '20-1': 4, '10-1': 2, '13-2': 3, '22-4': 1, '14-4': 2, '15-6': 1, '20-4': 2, '12-5': 2, '16-0': 3, '14-5': 2, '17-4': 3, '13-3': 3, '10-0': 1, '9-4': 2, '11-5': 3, '17-2': 3, '12-6': 2, '13-0': 1, '18-4': 2, '21-4': 1, '16-1': 3, '17-1': 1, '9-1': 1, '16-3': 2, '16-6': 1, '15-5': 4, '11-0': 2, '15-0': 2, '13-6': 5, '14-6': 5, '12-1': 1, '21-5': 1, '20-2': 1, '17-3': 4, '10-6': 1, '16-4': 2, '19-3': 5, '18-0': 1, '14-3': 1, '12-0': 1}"
8068,4,"['Hair Salons', 'Beauty & Spas']",Phoenix,BxSRfXVMdbQRCJq-XVZRtQ,5.0,"{'17-4': 1, '18-5': 1, '22-1': 1, '21-5': 1, '20-0': 1, '9-6': 2, '8-5': 1, '18-6': 1}"
8069,4,['Restaurants'],Scottsdale,I0F2Gj5mUjKlidYjquqX2Q,4.0,"{'13-2': 1, '19-0': 1, '19-3': 1, '14-0': 1, '16-5': 1}"
8070,34,"['Restaurants', 'American (New)', 'Italian']",Paradise Valley,BCsYkzqxGY_xmi5q_ayFDw,4.0,"{'12-0': 1, '16-5': 1, '20-0': 1, '14-5': 1}"
8071,5,"['Mexican', 'Restaurants']",Glendale,yZSxQT84u6CL_lmfHKMMNQ,3.0,"{'12-3': 2, '21-4': 3, '11-4': 2, '19-4': 5, '12-4': 2, '17-5': 1, '19-6': 1, '20-5': 1, '13-6': 1, '15-0': 1, '18-5': 6, '16-6': 1, '16-0': 1, '20-0': 2, '15-5': 1, '11-0': 1, '17-6': 1, '11-6': 1, '18-2': 2, '17-2': 4, '14-6': 2, '12-1': 1, '17-1': 1, '17-0': 2, '10-6': 1, '19-5': 8, '11-1': 1, '20-3': 1, '14-5': 1, '13-2': 2, '18-0': 3, '10-0': 1, '11-5': 1, '11-3': 2, '12-6': 1, '12-0': 1, '16-2': 1, '18-1': 2}"
8072,127,"['Nightlife', 'Bars', 'Lounges', 'French', 'Restaurants']",Phoenix,1M4oczf2lmkdgbrJ3J7OqA,3.5,"{'12-3': 2, '11-4': 4, '14-1': 1, '15-1': 1, '21-0': 1, '15-3': 1, '20-2': 2, '15-4': 2, '10-5': 1, '18-5': 2, '18-1': 2, '16-5': 2, '13-5': 8, '11-6': 3, '17-2': 4, '19-3': 2, '14-4': 1, '12-4': 1, '15-6': 1, '12-5': 4, '10-3': 2, '20-6': 2, '14-5': 1, '17-4': 1, '9-3': 1, '11-5': 4, '12-2': 1, '12-6': 1, '13-0': 2, '18-4': 1, '21-4': 1, '10-1': 1, '18-3': 4, '11-2': 5, '11-3': 3, '14-3': 1, '16-3': 1, '10-4': 2, '19-1': 2, '11-0': 1, '15-0': 2, '17-0': 5, '17-5': 1, '12-1': 1, '19-5': 1, '11-1': 2, '20-5': 2, '16-4': 1, '13-2': 1, '10-2': 1, '16-2': 4, '19-4': 2, '15-2': 2, '17-6': 1, '18-6': 2, '13-1': 2, '12-0': 3}"
8073,9,"['Food', 'Grocery']",Phoenix,DxmXiD9h2TYXbRm49ycwkw,2.5,"{'17-4': 1, '13-6': 1, '15-5': 1, '12-3': 1, '12-2': 1, '12-5': 1, '15-4': 1, '13-1': 1}"
8074,3,"['Bars', 'American (Traditional)', 'Nightlife', 'Lounges', 'Restaurants']",Phoenix,INMlF39JiK9buYVNUR6O7g,2.5,"{'12-3': 2, '11-4': 1, '14-1': 2, '15-1': 2, '19-2': 3, '15-3': 3, '17-5': 3, '18-5': 8, '18-1': 8, '16-5': 3, '13-5': 3, '18-6': 6, '20-1': 1, '17-2': 6, '13-2': 1, '18-3': 3, '15-6': 4, '20-4': 3, '12-5': 1, '16-0': 2, '14-5': 2, '17-4': 3, '13-3': 1, '10-0': 1, '9-4': 1, '12-2': 2, '14-4': 1, '9-5': 1, '13-0': 1, '18-4': 7, '21-4': 1, '16-1': 6, '12-4': 4, '11-2': 1, '11-3': 2, '19-6': 2, '15-0': 2, '16-6': 2, '19-1': 2, '16-3': 3, '18-2': 4, '13-6': 2, '14-6': 1, '12-1': 3, '17-0': 4, '19-5': 1, '11-1': 1, '17-3': 1, '20-3': 2, '16-4': 3, '19-3': 6, '21-5': 1, '17-1': 3, '16-2': 4, '19-4': 4, '12-0': 2, '17-6': 4, '20-2': 1, '13-1': 4, '15-5': 1}"
8075,6,"['Thrift Stores', ""Men's Clothing"", 'Fashion', 'Shopping']",Tempe,Um3jd0UWAv1Ak_R-jlAGlw,4.5,"{'11-4': 2, '14-1': 2, '0-4': 2, '15-3': 1, '17-2': 1, '15-4': 1, '13-6': 1, '8-2': 1, '18-5': 1, '17-0': 3, '14-2': 2, '11-6': 2, '20-1': 1, '17-1': 5, '15-6': 1, '9-2': 2, '16-0': 1, '18-6': 1, '17-4': 1, '13-3': 1, '10-0': 1, '9-4': 2, '12-2': 1, '12-6': 1, '9-5': 1, '13-0': 2, '18-4': 1, '16-1': 6, '12-4': 2, '10-3': 1, '11-3': 6, '16-3': 1, '6-0': 1, '9-0': 1, '15-5': 1, '21-1': 1, '18-2': 1, '7-5': 1, '12-1': 1, '8-3': 3, '11-1': 4, '20-3': 1, '13-2': 1, '10-2': 3, '13-1': 1, '15-2': 2, '7-2': 1, '20-2': 1, '16-2': 1, '7-4': 1}"
8076,3,"['Bars', 'Sports Bars', 'Nightlife']",Phoenix,d7AGrZaeU6eHsdS_V1RcAw,1.5,"{'19-2': 1, '14-4': 1, '17-2': 1, '12-5': 1, '14-5': 1, '19-3': 2, '18-0': 2, '18-1': 1, '15-5': 3, '12-6': 2, '17-6': 1, '19-1': 1}"
8077,11,"['Museums', 'Arts & Entertainment']",Peoria,1yu0qoB0jgN-PADZX92RoA,3.0,"{'22-5': 1, '21-4': 1, '14-6': 1, '13-5': 1, '19-1': 1, '20-4': 1, '17-5': 1, '15-4': 2, '20-6': 1, '17-3': 2}"
8078,3,"['Food', 'Restaurants']",Phoenix,ddtUYvKrKNcM070m4c3lKA,2.5,"{'19-0': 1, '12-3': 1, '13-5': 3, '2-6': 4, '15-3': 1, '17-5': 2, '1-5': 1, '10-5': 1, '18-5': 1, '16-5': 2, '12-4': 1, '17-6': 1, '23-0': 1, '23-4': 3, '17-2': 1, '17-4': 1, '1-6': 3, '20-4': 1, '12-5': 1, '18-6': 1, '22-5': 2, '11-5': 4, '12-2': 2, '12-6': 2, '13-0': 1, '18-4': 2, '0-6': 3, '21-4': 3, '19-2': 2, '18-3': 1, '11-2': 2, '11-3': 2, '2-5': 1, '16-3': 1, '10-4': 1, '23-5': 2, '15-5': 5, '11-0': 1, '22-3': 1, '18-2': 1, '10-1': 2, '12-1': 2, '21-5': 1, '10-6': 1, '19-5': 1, '20-2': 1, '17-3': 1, '0-5': 3, '16-4': 1, '13-2': 1, '18-0': 1, '17-1': 2, '16-2': 1, '19-4': 1, '14-3': 1, '12-0': 2, '13-1': 1, '19-1': 1}"
8079,3,"['Fast Food', 'Sandwiches', 'Restaurants']",Phoenix,Xs__MjMd8MWgJWFqnAN11w,3.5,"{'13-6': 1, '7-5': 1, '8-4': 1, '8-6': 16, '7-1': 1, '9-1': 1, '10-5': 1, '8-0': 1, '7-6': 19, '10-0': 1, '12-3': 1, '15-2': 1, '12-6': 1, '9-5': 1, '10-4': 1}"
8080,4,"['Food', 'Juice Bars & Smoothies']",Mesa,SqO38KrJd9kPEAezSfpVVA,3.5,"{'10-4': 1, '12-5': 1, '11-5': 1}"
8081,24,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Phoenix,QweOrPB4d80XnWtESAl1kQ,3.0,"{'18-5': 1, '13-4': 1, '13-5': 1, '16-2': 1, '12-1': 1, '10-5': 1, '14-5': 1, '18-4': 1, '15-0': 2}"
8082,5,"['Shopping', 'Home & Garden', 'Furniture Stores']",Gilbert,K2-uKeetXsz4IKqXodMLfg,4.5,"{'19-2': 1, '21-3': 1, '12-4': 1, '15-3': 1, '23-2': 1, '1-5': 1, '17-5': 1, '2-2': 1, '20-3': 2, '23-5': 1, '18-1': 1, '15-5': 1, '16-5': 1, '20-1': 1, '23-4': 1, '22-3': 1, '7-5': 1, '4-6': 1, '21-1': 1, '8-3': 1, '20-4': 2, '5-5': 1, '11-1': 1, '0-5': 2, '19-3': 1, '4-0': 1, '9-4': 1, '23-3': 1, '11-3': 1, '14-4': 1, '9-5': 1, '12-0': 1}"
8083,4,"['Videos & Video Game Rental', 'Books, Mags, Music & Video', 'Shopping']",Mesa,Qalu-sgJYa7blufAef_cbg,4.0,"{'16-1': 1, '14-4': 1, '12-0': 1, '12-2': 1, '9-3': 1, '16-4': 1, '8-1': 1, '7-4': 1, '13-0': 1, '16-0': 1, '16-3': 1}"
8084,8,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Phoenix,wsuQUTVXmYjQ0kgHEzId1g,3.5,"{'13-6': 1, '11-6': 1, '20-0': 1, '7-0': 1, '11-5': 1, '17-2': 1, '2-5': 1, '20-4': 1, '10-5': 2}"
8085,3,"['Hotels & Travel', 'Car Rental']",Phoenix,t_MW3VXc4mAOpBmDr7XxSg,3.5,"{'12-3': 1, '11-4': 1, '15-3': 1, '15-4': 1, '18-5': 1, '17-0': 1, '14-2': 1, '16-5': 1, '17-6': 2, '11-6': 3, '7-3': 2, '12-4': 4, '12-5': 2, '10-3': 4, '16-0': 2, '14-5': 1, '17-4': 1, '13-3': 1, '10-0': 2, '14-0': 1, '12-2': 1, '12-6': 1, '13-0': 1, '18-4': 2, '16-1': 1, '18-3': 1, '11-2': 5, '11-3': 6, '14-3': 1, '15-0': 1, '14-4': 1, '11-0': 2, '10-1': 4, '14-6': 1, '12-1': 1, '19-5': 1, '11-1': 4, '17-3': 1, '20-6': 1, '13-2': 1, '18-0': 2, '17-1': 2, '15-2': 1, '7-2': 1, '13-1': 1, '12-0': 4}"
8086,7,"['Libraries', 'Public Services & Government']",Phoenix,tGMVUhYaFc5oKYLXFPAOSw,3.0,"{'16-1': 1, '13-5': 1, '14-1': 1, '17-1': 1, '9-1': 1, '16-3': 1, '18-5': 2, '16-6': 1, '16-0': 1, '11-0': 1, '16-5': 5, '17-6': 2, '8-2': 1, '20-4': 1, '18-2': 1, '10-1': 1, '14-6': 1, '10-4': 4, '15-6': 2, '12-5': 1, '17-5': 2, '20-5': 1, '14-5': 2, '17-4': 1, '9-4': 2, '15-2': 1, '13-1': 2, '12-0': 1}"
8087,3,['Professional Services'],Glendale,dRqSg5XsSZtuZchluGR8jQ,5.0,"{'7-4': 1, '12-4': 1, '12-0': 1}"
8088,7,"['Skin Care', 'Beauty & Spas']",Chandler,_IXpW-VCSib2K1ZHTJSOSA,4.0,"{'19-0': 2, '12-3': 6, '13-5': 1, '15-1': 1, '19-2': 4, '20-2': 1, '7-1': 1, '15-4': 1, '13-6': 1, '10-5': 3, '20-0': 2, '6-3': 7, '18-1': 3, '14-2': 1, '8-5': 3, '20-1': 2, '10-1': 3, '7-3': 8, '21-2': 1, '17-2': 5, '11-6': 1, '12-4': 4, '10-2': 1, '9-2': 1, '8-6': 1, '17-4': 10, '22-1': 1, '14-0': 2, '11-3': 1, '12-6': 2, '21-1': 2, '7-0': 1, '18-4': 4, '16-1': 1, '11-5': 3, '18-3': 12, '11-2': 2, '12-2': 2, '6-4': 3, '15-0': 1, '14-4': 1, '9-0': 1, '19-1': 2, '11-0': 4, '15-2': 2, '16-3': 2, '4-3': 3, '18-2': 2, '7-5': 1, '10-3': 3, '12-1': 4, '10-4': 1, '17-0': 11, '11-1': 4, '17-3': 7, '16-4': 2, '19-3': 3, '18-0': 2, '16-2': 4, '19-4': 3, '14-3': 1, '7-4': 3, '7-2': 3, '13-1': 1, '12-0': 4}"
8089,3,"['Hair Salons', 'Beauty & Spas']",Gilbert,-65rmLRQ5JDwI-l8UDEV7Q,3.5,"{'12-3': 1, '10-3': 1, '14-6': 1, '15-1': 2, '16-6': 2, '15-6': 1, '19-5': 1, '6-1': 1, '15-0': 1, '13-3': 1, '10-2': 1, '19-1': 1, '6-0': 1, '22-6': 1, '17-6': 1, '20-4': 1, '10-4': 1, '12-0': 1}"
8090,60,"['Basque', 'Spanish', 'Restaurants']",Scottsdale,T8IP3Ns3cZCgdyPqt18Cbw,2.5,"{'13-6': 1, '17-4': 2, '14-6': 1, '13-5': 1, '12-4': 1, '18-3': 2, '16-6': 2, '15-6': 1, '19-5': 1, '17-5': 1, '17-3': 2, '20-5': 1, '19-3': 2, '13-3': 1, '12-6': 1, '19-4': 1, '14-4': 1, '12-1': 1, '18-5': 1, '13-0': 1, '18-4': 1}"
8091,29,"['Scandinavian', 'Restaurants']",Tempe,oBVS96DtPGk9GU8zPx5Hjg,3.5,"{'17-0': 1, '19-2': 1, '13-4': 1, '17-1': 1, '16-1': 1, '11-3': 1, '12-0': 1, '13-1': 1, '16-4': 1, '18-1': 1, '15-2': 1, '12-6': 1, '16-3': 1, '13-0': 1, '18-4': 1, '15-5': 1}"
8092,13,"['Sporting Goods', 'Shopping']",Scottsdale,2zXqFId4jYuk2K8w1KI-Qw,3.0,"{'19-0': 1, '12-3': 1, '11-4': 1, '13-5': 1, '7-0': 1, '18-3': 4, '16-1': 1, '9-3': 1, '11-3': 2, '9-1': 4, '9-0': 1, '20-0': 2, '18-1': 3, '11-0': 1, '6-5': 1, '11-6': 7, '20-1': 1, '7-5': 3, '8-5': 1, '21-0': 1, '18-0': 1, '20-4': 1, '9-2': 1, '11-1': 2, '17-3': 2, '20-3': 1, '13-3': 1, '9-4': 1, '11-5': 1, '8-6': 1, '9-6': 5, '9-5': 3, '7-2': 1, '18-4': 2}"
